,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,hand
22525,3,10,1,2,2,2,1,8,3,4,One
22526,3,12,1,13,2,8,2,6,1,6,One
22527,2,11,2,6,4,2,1,12,3,13,Zero
22528,2,8,1,12,1,10,2,12,1,4,One
22529,4,13,3,1,3,4,3,10,3,7,Zero
22530,3,4,1,11,4,10,4,1,3,13,Zero
22531,3,3,4,2,2,4,2,12,3,13,Zero
22532,2,1,4,3,2,9,2,6,1,5,Zero
22533,3,3,3,6,1,5,3,2,3,8,Zero
22534,3,9,3,2,1,12,2,9,3,13,One
22535,2,1,2,8,2,3,3,4,1,13,Zero
22536,2,8,3,2,2,4,4,2,2,6,One
22537,1,4,2,6,1,5,3,9,3,13,Zero
22538,4,6,1,1,4,13,4,11,3,10,Zero
22539,3,12,3,5,4,4,3,2,4,2,One
22540,3,13,1,5,4,12,2,1,4,6,Zero
22541,1,5,4,5,2,12,4,4,3,5,Three
22542,4,11,2,2,1,9,4,10,2,11,One
22543,2,9,2,1,1,1,1,6,3,5,One
22544,4,13,2,12,4,8,2,3,2,1,Zero
22545,1,2,4,7,4,2,1,1,1,7,Two
22546,3,4,2,4,4,3,2,9,2,8,One
22547,4,10,3,1,1,5,4,13,4,7,Zero
22548,1,2,4,13,4,2,1,8,1,6,One
22549,2,12,1,7,2,5,3,4,1,4,One
22550,1,8,2,11,4,12,3,10,2,2,Zero
22551,2,7,2,12,1,10,3,10,4,7,Two
22552,4,7,2,7,1,11,4,1,4,4,One
22553,1,2,1,1,1,8,4,8,1,5,One
22554,1,2,3,13,4,11,3,10,2,10,One
22555,3,10,2,1,1,3,1,5,2,7,Zero
22556,3,9,1,13,2,5,2,11,1,4,Zero
22557,4,2,1,12,1,8,3,11,2,3,Zero
22558,2,9,4,1,4,8,3,5,1,5,One
22559,2,6,3,5,3,7,4,6,1,10,One
22560,4,7,1,3,4,13,2,12,3,4,Zero
22561,4,3,1,7,2,8,1,10,3,3,One
22562,4,4,2,6,4,9,4,3,2,7,Zero
22563,1,8,2,9,1,7,1,6,2,13,Zero
22564,1,12,3,3,3,6,4,10,3,5,Zero
22565,2,2,1,6,1,1,2,3,4,7,Zero
22566,4,4,4,1,2,8,3,3,3,9,Zero
22567,3,7,2,6,4,9,3,10,4,13,Zero
22568,4,8,4,12,4,6,4,1,1,7,Zero
22569,4,3,3,1,4,8,3,2,2,8,One
22570,3,13,2,6,4,6,3,11,2,7,One
22571,4,13,2,6,4,12,2,1,1,11,Zero
22572,3,9,2,3,4,12,1,11,1,7,Zero
22573,2,6,3,3,1,2,1,1,2,8,Zero
22574,4,6,4,1,3,4,2,7,4,7,One
22575,2,13,1,5,3,13,1,10,2,6,One
22576,4,5,2,1,2,11,3,6,1,10,Zero
22577,2,12,3,10,2,4,4,2,2,7,Zero
22578,2,2,1,10,2,7,3,6,1,13,Zero
22579,1,1,3,7,3,10,3,9,4,10,One
22580,1,7,4,4,4,6,1,3,4,2,Zero
22581,3,13,1,13,4,1,1,1,4,7,Two
22582,1,1,2,13,1,13,1,9,2,2,One
22583,2,12,2,3,3,3,4,5,2,7,One
22584,1,3,3,2,4,3,4,11,4,9,One
22585,3,8,4,3,1,6,1,9,4,2,Zero
22586,3,1,4,12,1,3,2,3,3,11,One
22587,2,3,2,12,4,3,2,5,3,13,One
22588,3,3,3,10,4,5,2,9,4,9,One
22589,3,1,4,13,1,5,3,5,1,13,Two
22590,4,11,4,13,1,2,2,6,3,2,One
22591,3,12,2,2,3,9,1,10,2,12,One
22592,4,5,4,6,1,7,3,13,4,12,Zero
22593,1,3,1,1,2,8,2,10,4,10,One
22594,2,3,1,1,3,9,1,3,4,5,One
22595,1,2,1,11,1,3,2,10,4,1,Zero
22596,4,11,2,9,1,2,2,2,1,7,One
22597,4,10,4,3,2,8,3,13,2,9,Zero
22598,1,11,2,4,4,8,1,5,3,1,Zero
22599,2,2,4,5,3,3,1,7,1,2,One
22600,4,6,1,11,4,13,2,8,2,13,One
22601,4,6,2,6,3,2,4,3,4,8,One
22602,1,9,3,4,2,11,3,1,4,5,Zero
22603,3,8,4,7,3,1,1,13,1,6,Zero
22604,3,2,1,11,1,8,3,12,2,12,One
22605,1,2,2,8,4,7,3,11,2,6,Zero
22606,4,5,2,8,4,4,2,5,1,7,One
22607,3,8,4,10,4,9,4,12,1,10,One
22608,3,9,3,5,2,1,4,12,4,13,Zero
22609,3,3,2,12,4,13,4,1,3,1,One
22610,4,10,4,1,1,8,1,3,3,13,Zero
22611,2,11,2,8,3,1,1,4,1,10,Zero
22612,3,13,3,7,3,8,3,1,1,5,Zero
22613,4,5,2,1,3,2,1,1,2,11,One
22614,1,6,3,5,2,2,4,8,2,12,Zero
22615,4,7,4,13,4,9,4,10,3,6,Zero
22616,1,8,2,11,1,4,2,6,3,8,One
22617,3,1,2,2,4,3,1,1,1,12,One
22618,1,8,2,13,3,13,1,1,1,9,One
22619,3,2,1,8,3,9,4,6,1,11,Zero
22620,3,13,2,8,2,12,4,1,4,13,One
22621,4,1,2,8,4,5,2,2,3,7,Zero
22622,1,2,2,9,1,12,3,10,1,11,Zero
22623,3,12,1,7,3,10,1,11,4,10,One
22624,1,7,3,3,4,13,3,12,1,5,Zero
22625,2,13,1,10,4,2,3,2,3,7,One
22626,1,11,3,9,1,4,3,12,1,5,Zero
22627,3,3,2,6,3,1,4,11,4,2,Zero
22628,1,3,1,1,1,7,1,5,4,9,Zero
22629,2,13,2,12,3,8,3,7,3,4,Zero
22630,2,5,4,12,1,6,3,2,1,11,Zero
22631,2,10,1,2,2,4,1,7,4,7,One
22632,2,6,1,9,3,11,3,12,2,9,One
22633,4,10,3,3,3,12,3,5,4,7,Zero
22634,2,12,3,9,1,13,4,1,1,2,Zero
22635,2,4,2,12,3,11,3,5,1,5,One
22636,1,13,2,9,3,10,3,5,2,6,Zero
22637,2,10,2,9,2,8,3,9,2,3,One
22638,3,7,4,1,4,11,3,13,4,13,One
22639,1,7,2,13,4,5,4,6,1,11,Zero
22640,3,6,4,3,4,4,2,3,1,3,Three
22641,4,12,1,13,1,6,4,3,2,5,Zero
22642,2,12,3,3,4,4,1,7,3,6,Zero
22643,2,4,3,9,4,11,2,11,3,4,Two
22644,2,1,1,10,4,5,1,7,2,5,One
22645,4,2,4,12,3,7,1,8,4,6,Zero
22646,4,13,1,7,1,3,1,5,4,2,Zero
22647,2,6,2,2,3,13,4,12,4,9,Zero
22648,4,13,3,12,1,12,4,10,2,13,Two
22649,4,13,4,5,4,4,1,4,2,4,Three
22650,4,7,3,4,3,5,4,13,3,1,Zero
22651,4,10,1,12,4,5,3,8,1,1,Zero
22652,4,11,1,2,4,1,2,11,4,5,One
22653,4,6,4,7,3,4,2,9,3,3,Zero
22654,1,5,2,6,1,1,4,13,1,6,One
22655,4,13,4,6,2,11,4,10,2,6,One
22656,1,6,1,11,2,7,2,1,2,5,Zero
22657,3,8,1,12,2,13,2,7,2,8,One
22658,4,7,2,3,3,2,3,3,4,9,One
22659,1,7,4,2,3,12,1,3,2,5,Zero
22660,4,8,1,7,2,8,4,1,2,1,Two
22661,3,6,3,11,3,7,2,7,2,8,One
22662,1,9,1,8,3,10,4,10,2,10,Three
22663,3,1,3,7,4,13,1,8,2,5,Zero
22664,3,11,1,5,2,7,4,10,2,5,One
22665,4,8,3,12,1,10,2,6,1,6,One
22666,2,7,3,13,2,9,1,13,3,7,Two
22667,2,4,4,1,4,10,3,7,2,3,Zero
22668,2,3,3,2,4,13,3,9,2,1,Zero
22669,3,5,3,11,4,8,1,8,1,6,One
22670,3,2,4,9,1,8,2,2,1,10,One
22671,1,5,1,7,4,7,1,13,3,11,One
22672,3,10,4,12,2,5,4,4,1,1,Zero
22673,3,10,4,8,4,2,4,3,2,13,Zero
22674,1,8,2,13,1,7,3,7,4,9,One
22675,3,4,2,3,1,1,4,3,3,9,One
22676,3,1,4,13,2,7,3,12,4,2,Zero
22677,2,9,3,8,1,1,4,1,1,11,One
22678,4,5,2,1,4,10,4,6,3,10,One
22679,3,9,2,7,1,7,1,3,4,7,Three
22680,2,12,2,2,1,5,3,12,4,7,One
22681,4,7,4,13,1,11,3,6,1,10,Zero
22682,3,13,4,7,1,4,1,13,2,1,One
22683,2,1,4,4,3,1,1,13,2,4,Two
22684,2,7,4,10,2,2,4,5,2,10,One
22685,4,3,3,4,1,5,1,3,2,6,One
22686,1,9,2,5,1,6,4,11,1,8,Zero
22687,2,6,3,11,4,12,2,2,3,8,Zero
22688,3,5,1,6,1,8,3,9,4,8,One
22689,2,9,3,4,2,11,4,4,4,9,Two
22690,3,10,4,10,4,12,2,1,1,9,One
22691,2,5,2,11,1,5,4,13,1,3,One
22692,1,5,4,12,2,10,4,4,3,5,One
22693,1,13,3,12,2,4,4,1,3,9,Zero
22694,2,13,3,2,3,8,3,12,4,8,One
22695,2,9,2,3,3,12,1,3,3,13,One
22696,3,9,4,8,3,2,3,1,1,1,One
22697,2,7,4,13,1,2,2,2,4,3,One
22698,1,12,4,3,1,5,3,12,4,1,One
22699,1,10,1,7,4,6,3,2,4,4,Zero
22700,1,2,3,1,4,4,1,13,3,5,Zero
22701,2,11,3,7,2,6,4,7,4,4,One
22702,4,9,4,3,4,12,1,8,2,7,Zero
22703,2,7,3,10,4,12,2,3,4,2,Zero
22704,4,10,3,5,4,2,3,6,3,8,Zero
22705,1,13,1,3,3,2,3,8,4,8,One
22706,2,6,2,12,4,4,1,4,3,7,One
22707,4,6,1,1,2,7,3,2,4,4,Zero
22708,2,7,1,10,1,12,4,12,4,5,One
22709,1,9,1,12,1,10,1,11,1,13,Eight
22710,2,2,3,9,2,3,3,13,1,3,One
22711,1,2,2,9,1,9,1,10,2,10,Two
22712,1,12,1,1,3,8,4,4,3,13,Zero
22713,1,13,4,11,4,5,2,6,2,13,One
22714,4,11,2,11,3,2,1,8,1,9,One
22715,3,7,1,3,4,10,4,11,3,13,Zero
22716,1,4,4,3,3,7,3,9,3,2,Zero
22717,3,10,3,13,4,10,4,3,1,1,One
22718,3,10,4,4,4,1,3,13,4,2,Zero
22719,4,6,3,11,2,1,2,8,4,3,Zero
22720,3,2,3,6,2,11,4,1,1,1,One
22721,4,1,4,13,3,6,2,5,4,4,Zero
22722,1,13,2,4,1,4,1,8,3,1,One
22723,4,7,2,8,3,2,1,12,1,1,Zero
22724,1,12,3,2,2,3,2,8,1,10,Zero
22725,3,3,3,11,3,7,1,9,4,9,One
22726,1,9,4,4,1,12,4,2,1,4,One
22727,3,13,3,11,2,4,1,1,3,4,One
22728,3,13,2,4,4,8,1,11,4,2,Zero
22729,3,2,4,12,2,2,1,11,2,13,One
22730,1,10,1,9,3,3,1,3,1,8,One
22731,1,6,4,13,2,6,1,7,4,12,One
22732,1,4,1,13,2,6,4,7,1,12,Zero
22733,3,2,4,9,1,10,1,7,3,1,Zero
22734,3,4,3,5,4,9,1,2,2,6,Zero
22735,4,12,3,10,2,1,2,5,4,10,One
22736,3,11,2,13,4,5,4,4,3,2,Zero
22737,1,1,1,3,2,7,4,4,2,1,One
22738,3,10,1,6,4,8,1,13,1,5,Zero
22739,4,12,1,7,1,12,1,5,2,4,One
22740,4,10,3,3,2,1,4,7,4,9,Zero
22741,3,2,4,1,2,11,4,11,4,8,One
22742,3,2,4,9,3,12,3,8,2,3,Zero
22743,2,3,2,5,3,3,2,2,2,4,One
22744,3,13,3,6,4,8,3,4,3,9,Zero
22745,4,6,1,1,2,7,1,2,3,12,Zero
22746,4,2,4,7,4,8,4,12,4,3,Five
22747,3,2,4,3,2,6,2,10,3,3,One
22748,2,13,2,2,1,11,1,5,2,11,One
22749,4,7,1,10,1,5,2,4,2,8,Zero
22750,4,12,2,10,1,1,4,13,3,11,Four
22751,4,2,1,3,2,11,2,9,2,2,One
22752,3,12,2,8,2,13,3,4,3,10,Zero
22753,4,9,2,13,1,7,3,3,2,9,One
22754,2,7,4,7,4,10,1,6,4,12,One
22755,4,8,1,3,3,3,4,9,2,13,One
22756,2,3,1,4,2,9,4,9,1,13,One
22757,2,11,2,1,1,3,1,10,2,3,One
22758,2,5,4,2,2,10,1,4,4,10,One
22759,2,7,2,3,1,5,2,8,1,3,One
22760,3,11,4,10,2,9,3,6,4,8,Zero
22761,3,4,1,7,1,9,1,5,2,7,One
22762,2,6,3,3,2,5,3,6,4,10,One
22763,1,13,4,8,2,8,1,9,2,9,Two
22764,2,12,4,2,1,8,3,11,4,10,Zero
22765,3,1,2,12,3,2,4,13,2,8,Zero
22766,2,5,1,1,1,10,1,11,2,7,Zero
22767,3,7,3,11,4,5,3,12,4,11,One
22768,4,2,3,9,2,4,3,8,4,9,One
22769,4,11,1,3,3,1,2,6,2,5,Zero
22770,2,6,1,7,3,6,4,12,4,3,One
22771,4,4,4,5,4,11,2,6,2,8,Zero
22772,2,10,1,1,1,11,3,12,2,2,Zero
22773,3,11,1,3,4,9,3,1,1,6,Zero
22774,4,4,2,11,4,6,3,2,4,7,Zero
22775,4,12,1,5,1,7,4,7,4,11,One
22776,1,7,3,5,4,6,1,11,4,2,Zero
22777,3,6,3,13,4,11,1,5,4,3,Zero
22778,2,7,4,3,1,8,2,4,3,5,Zero
22779,4,1,1,8,3,13,4,9,2,1,One
22780,1,10,1,2,2,8,4,11,1,5,Zero
22781,3,12,4,6,1,6,3,4,3,10,One
22782,3,12,2,8,3,11,2,10,4,3,Zero
22783,2,11,3,6,4,10,4,9,3,10,One
22784,2,13,4,12,2,11,1,4,3,6,Zero
22785,1,2,1,9,2,9,2,2,4,10,Two
22786,3,4,4,9,2,10,4,6,4,13,Zero
22787,4,6,3,5,2,7,3,1,3,9,Zero
22788,1,9,1,13,2,4,4,6,4,10,Zero
22789,2,13,2,1,1,5,1,9,1,4,Zero
22790,3,13,4,4,1,8,1,10,2,4,One
22791,2,5,4,13,2,7,3,12,2,11,Zero
22792,4,7,3,2,2,5,1,13,4,2,One
22793,4,8,1,6,3,5,2,1,1,2,Zero
22794,3,10,3,7,4,2,1,4,2,13,Zero
22795,2,11,1,4,4,1,4,2,4,3,Zero
22796,4,3,2,4,3,5,4,7,2,5,One
22797,3,4,1,1,4,9,3,5,4,4,One
22798,3,1,2,10,3,5,1,3,4,3,One
22799,3,13,3,8,3,7,2,10,2,1,Zero
22800,4,4,1,4,2,3,4,12,2,13,One
22801,2,3,1,6,4,3,4,4,1,8,One
22802,3,13,1,8,3,3,4,12,4,6,Zero
22803,3,4,1,7,2,2,2,11,3,8,Zero
22804,2,8,2,1,4,9,4,5,3,11,Zero
22805,4,7,1,11,3,3,2,6,2,10,Zero
22806,2,9,1,6,4,13,1,2,3,2,One
22807,1,4,4,7,1,12,3,5,4,11,Zero
22808,4,2,2,9,4,11,3,9,1,4,One
22809,3,8,4,11,1,4,3,10,2,5,Zero
22810,3,11,1,1,4,10,1,13,1,5,Zero
22811,2,1,4,6,1,4,2,10,4,2,Zero
22812,2,13,4,3,4,2,3,12,3,2,One
22813,1,4,4,13,3,11,2,12,3,3,Zero
22814,1,8,3,5,2,9,4,13,4,5,One
22815,4,5,4,1,3,11,1,5,1,10,One
22816,4,1,4,11,3,2,1,13,2,5,Zero
22817,2,3,1,5,2,11,2,9,3,5,One
22818,4,4,2,12,2,10,1,3,2,3,One
22819,2,12,2,4,2,7,3,13,3,12,One
22820,3,11,2,2,2,5,4,12,1,3,Zero
22821,3,7,4,12,1,2,2,6,4,8,Zero
22822,4,1,3,11,2,5,4,7,2,11,One
22823,2,8,2,4,2,2,3,8,4,2,Two
22824,1,4,1,13,1,1,3,9,4,11,Zero
22825,4,5,1,1,1,13,3,9,3,7,Zero
22826,4,3,4,11,3,5,4,5,3,2,One
22827,4,11,2,3,2,5,3,9,1,6,Zero
22828,2,12,4,8,4,6,4,7,2,8,One
22829,2,4,4,10,4,5,2,12,4,4,One
22830,3,12,2,1,4,7,2,3,1,2,Zero
22831,1,1,3,11,2,11,3,4,1,4,Two
22832,1,12,2,1,1,4,3,9,4,3,Zero
22833,2,11,1,2,4,12,2,6,2,2,One
22834,2,9,3,12,4,11,1,5,4,7,Zero
22835,1,5,4,13,1,2,3,8,1,13,One
22836,4,8,2,1,4,1,1,10,2,3,One
22837,3,11,4,2,1,1,2,13,2,4,Zero
22838,1,2,1,7,2,13,1,11,3,12,Zero
22839,3,10,1,13,1,2,4,6,2,3,Zero
22840,3,5,3,11,3,9,1,10,2,12,Zero
22841,1,7,1,1,3,12,4,9,4,2,Zero
22842,2,3,3,3,2,13,3,10,3,9,One
22843,4,5,2,8,2,13,2,11,3,3,Zero
22844,2,3,4,6,2,7,1,3,3,1,One
22845,3,9,4,13,3,1,3,3,2,10,Zero
22846,2,6,2,9,1,6,1,12,3,3,One
22847,2,12,4,6,4,8,3,2,4,9,Zero
22848,2,3,3,6,4,4,3,3,3,8,One
22849,3,13,1,11,1,5,2,13,2,8,One
22850,3,4,4,2,4,4,4,5,2,12,One
22851,2,4,1,8,4,7,1,10,1,1,Zero
22852,1,4,4,1,2,2,1,10,1,9,Zero
22853,1,12,4,8,4,2,2,11,4,10,Zero
22854,2,12,1,11,1,13,4,3,4,7,Zero
22855,1,2,4,9,4,6,3,12,3,7,Zero
22856,1,1,2,3,4,6,2,12,1,8,Zero
22857,4,4,2,3,3,4,3,8,4,6,One
22858,2,6,4,4,3,6,3,3,2,8,One
22859,1,9,3,4,3,1,4,10,4,12,Zero
22860,2,1,2,8,2,12,2,4,3,2,Zero
22861,2,7,3,13,2,3,1,5,1,13,One
22862,4,4,4,3,1,9,2,8,1,1,Zero
22863,4,7,2,9,1,10,4,6,2,12,Zero
22864,1,7,4,13,1,11,3,5,3,6,Zero
22865,4,9,1,5,2,8,4,10,2,9,One
22866,4,6,2,4,4,2,2,2,1,5,One
22867,1,10,1,8,3,8,1,12,2,13,One
22868,1,12,4,1,4,13,1,7,4,3,Zero
22869,2,1,4,2,2,4,4,4,3,2,Two
22870,2,12,3,13,3,3,4,11,4,3,One
22871,4,13,2,7,2,8,2,3,4,5,Zero
22872,1,11,2,6,2,3,4,12,4,11,One
22873,3,13,2,4,1,8,3,11,2,5,Zero
22874,1,7,4,2,1,3,1,8,1,2,One
22875,2,2,1,5,2,11,3,8,1,10,Zero
22876,2,6,4,2,2,9,3,8,4,10,Zero
22877,1,2,4,3,1,13,4,11,3,5,Zero
22878,2,11,2,10,3,12,3,10,3,3,One
22879,1,12,1,11,3,11,4,4,4,5,One
22880,2,2,3,11,2,6,3,7,1,6,One
22881,1,3,4,8,1,5,2,13,3,7,Zero
22882,4,3,3,2,2,3,1,5,4,12,One
22883,1,13,4,6,2,3,3,3,1,12,One
22884,2,12,1,5,4,2,2,5,3,4,One
22885,2,9,4,6,4,8,2,7,2,12,Zero
22886,2,9,3,1,3,11,3,8,1,3,Zero
22887,4,6,1,4,4,5,3,3,4,9,Zero
22888,4,13,4,6,1,5,3,7,1,11,Zero
22889,2,7,2,9,3,11,3,2,4,3,Zero
22890,4,9,1,6,3,12,4,5,2,1,Zero
22891,1,3,3,7,2,12,4,3,2,10,One
22892,1,8,4,3,4,12,3,9,3,6,Zero
22893,3,10,2,9,2,13,2,6,1,3,Zero
22894,3,1,2,3,2,10,1,3,2,6,One
22895,2,1,4,5,1,8,1,4,2,7,Zero
22896,1,2,1,9,3,11,1,5,2,10,Zero
22897,4,1,1,6,2,5,4,8,1,3,Zero
22898,2,11,4,4,4,8,4,11,4,13,One
22899,3,1,1,2,1,12,3,5,1,3,Zero
22900,4,6,2,10,1,3,4,13,4,5,Zero
22901,3,13,3,10,1,5,4,8,3,2,Zero
22902,2,9,2,5,3,8,3,11,1,3,Zero
22903,3,9,1,8,2,8,3,3,1,10,One
22904,2,10,4,2,1,1,2,7,4,10,One
22905,3,8,4,3,1,3,2,9,3,13,One
22906,1,5,2,11,3,9,2,2,4,13,Zero
22907,4,4,2,11,2,4,2,3,4,9,One
22908,1,5,2,12,3,2,1,10,3,1,Zero
22909,3,1,2,12,4,10,2,7,3,4,Zero
22910,3,7,4,9,2,3,2,11,1,9,One
22911,3,4,3,3,4,13,4,6,1,8,Zero
22912,3,5,4,1,4,6,3,10,2,9,Zero
22913,2,13,1,5,2,6,1,7,3,10,Zero
22914,3,2,2,6,2,11,4,1,4,7,Zero
22915,4,12,2,2,2,4,2,11,3,4,One
22916,4,8,1,13,1,6,3,11,1,2,Zero
22917,4,9,2,12,3,7,2,7,3,6,One
22918,1,4,3,8,1,6,1,7,4,5,Four
22919,1,12,3,2,4,7,4,3,3,3,One
22920,4,9,4,13,1,4,2,6,4,12,Zero
22921,4,12,4,11,1,2,1,4,1,7,Zero
22922,3,9,1,11,4,11,3,13,2,4,One
22923,3,5,2,2,4,13,3,7,3,3,Zero
22924,2,5,1,6,4,4,4,8,1,12,Zero
22925,2,2,3,2,3,13,2,9,3,11,One
22926,2,7,3,11,4,9,4,3,1,6,Zero
22927,4,7,3,9,1,11,1,7,3,2,One
22928,4,6,3,6,4,12,3,8,4,11,One
22929,1,12,4,3,1,8,2,10,2,8,One
22930,2,1,4,8,3,5,3,13,4,1,One
22931,3,7,4,3,2,12,2,3,2,6,One
22932,2,10,3,6,2,3,1,10,1,9,One
22933,3,13,2,11,4,4,2,2,3,4,One
22934,4,7,3,12,2,1,2,13,1,1,One
22935,3,2,2,11,3,3,2,4,3,8,Zero
22936,2,11,2,7,2,6,2,2,3,2,One
22937,2,2,1,12,4,7,4,11,3,13,Zero
22938,4,6,3,1,2,12,3,10,3,8,Zero
22939,3,11,3,6,3,4,1,5,2,2,Zero
22940,3,5,3,12,3,13,4,11,4,4,Zero
22941,4,8,1,5,3,13,4,6,3,4,Zero
22942,2,5,2,11,1,5,2,7,4,12,One
22943,2,2,3,10,1,1,1,8,1,10,One
22944,1,3,3,13,3,8,4,2,1,13,One
22945,4,5,2,11,3,6,4,4,2,10,Zero
22946,2,12,4,6,2,6,2,1,3,2,One
22947,4,11,1,7,4,1,4,8,3,10,Zero
22948,3,12,2,1,4,2,2,2,4,5,One
22949,1,8,4,12,3,9,1,3,1,6,Zero
22950,4,5,2,7,1,8,3,8,4,12,One
22951,3,11,3,8,4,9,2,4,1,11,One
22952,1,2,4,10,3,6,3,5,1,11,Zero
22953,2,1,2,7,4,11,3,7,3,1,Two
22954,4,7,2,11,3,10,3,7,2,2,One
22955,1,5,4,7,3,2,3,6,2,3,Zero
22956,2,1,2,7,4,13,3,13,2,8,One
22957,2,8,3,10,4,10,4,6,3,9,One
22958,4,1,1,8,4,5,3,9,4,6,Zero
22959,4,9,4,12,4,7,3,7,1,12,Two
22960,2,4,1,10,1,5,1,7,1,13,Zero
22961,3,3,3,4,2,7,4,4,3,1,One
22962,2,3,3,4,4,13,1,5,4,12,Zero
22963,4,9,4,7,2,2,2,1,3,8,Zero
22964,2,9,3,2,1,9,3,5,4,8,One
22965,4,7,2,3,3,13,1,6,3,5,Zero
22966,2,2,1,9,3,1,1,10,3,3,Zero
22967,3,8,1,10,3,1,2,9,3,10,One
22968,3,8,1,4,4,2,4,11,2,13,Zero
22969,3,5,4,7,4,4,4,11,3,8,Zero
22970,1,1,4,6,2,12,2,4,4,1,One
22971,3,13,4,10,4,3,4,7,1,8,Zero
22972,1,13,3,10,1,10,3,4,1,8,One
22973,4,12,2,11,4,9,2,10,3,4,Zero
22974,2,8,1,13,2,7,4,1,3,3,Zero
22975,4,7,1,12,4,9,3,5,4,12,One
22976,3,12,2,11,4,1,4,5,4,7,Zero
22977,3,2,2,1,3,4,4,1,4,8,One
22978,3,2,3,10,2,4,2,7,4,9,Zero
22979,1,6,4,3,3,1,1,2,1,8,Zero
22980,2,2,3,3,1,13,4,13,3,7,One
22981,2,9,4,12,2,10,1,9,2,7,One
22982,1,13,3,9,3,13,1,5,4,10,One
22983,2,1,4,6,3,7,4,10,4,2,Zero
22984,2,1,1,12,4,3,4,7,2,11,Zero
22985,2,8,2,11,4,1,4,12,1,2,Zero
22986,4,7,1,2,2,1,3,1,3,4,One
22987,2,11,3,12,1,8,4,3,2,4,Zero
22988,2,8,1,13,3,10,3,13,2,1,One
22989,4,1,1,13,1,1,1,9,3,2,One
22990,4,5,2,11,3,3,3,11,3,5,Two
22991,1,7,4,2,4,8,3,8,4,1,One
22992,4,1,1,11,1,5,3,3,1,6,Zero
22993,4,3,2,1,4,9,3,4,4,1,One
22994,2,2,4,9,1,4,4,4,1,2,Two
22995,4,13,2,10,1,12,1,6,2,2,Zero
22996,3,6,2,12,3,3,2,3,1,9,One
22997,1,6,2,13,1,12,1,4,4,9,Zero
22998,2,6,1,4,3,13,4,12,2,8,Zero
22999,2,5,3,2,2,12,4,11,4,7,Zero
23000,2,12,3,3,1,12,4,9,4,1,One
23001,4,2,3,7,3,6,2,13,1,10,Zero
23002,3,13,2,7,3,6,4,2,2,8,Zero
23003,4,5,1,10,4,6,1,9,3,1,Zero
23004,1,13,3,9,4,11,2,1,4,1,One
23005,3,12,1,11,4,7,4,11,3,2,One
23006,2,5,1,2,2,11,4,11,1,12,One
23007,3,2,3,11,4,1,4,5,3,1,One
23008,1,8,3,4,1,4,2,5,2,8,Two
23009,3,13,4,11,2,9,2,6,2,13,One
23010,2,5,2,2,3,6,1,1,4,2,One
23011,3,2,1,10,2,1,1,5,4,6,Zero
23012,2,4,1,2,2,10,3,6,2,3,Zero
23013,3,2,3,3,3,10,3,1,1,5,Zero
23014,2,12,1,7,1,6,4,13,2,9,Zero
23015,1,9,4,13,4,8,1,7,2,5,Zero
23016,2,13,2,8,1,13,4,3,1,3,Two
23017,1,4,4,11,3,12,2,4,4,1,One
23018,1,9,4,11,2,13,1,3,3,9,One
23019,2,6,4,8,3,9,1,4,1,12,Zero
23020,1,8,2,2,2,8,2,6,4,10,One
23021,2,7,3,5,3,7,2,13,4,7,Three
23022,3,11,3,7,4,13,4,6,4,4,Zero
23023,4,10,4,5,1,12,3,12,3,3,One
23024,3,12,1,1,3,13,4,11,2,7,Zero
23025,2,3,3,3,3,1,2,4,4,4,Two
23026,2,12,3,2,4,5,1,6,2,10,Zero
23027,4,9,3,5,1,10,1,11,1,13,Zero
23028,3,12,3,6,2,8,3,1,2,13,Zero
23029,1,1,2,13,1,11,2,9,4,12,Zero
23030,3,2,1,12,3,5,2,7,1,11,Zero
23031,3,8,4,4,2,13,1,4,4,10,One
23032,4,5,3,6,2,12,4,1,1,10,Zero
23033,4,1,1,6,1,2,3,10,4,11,Zero
23034,2,8,2,4,1,10,4,9,3,10,One
23035,2,1,1,7,3,7,4,2,2,3,One
23036,1,12,2,2,4,9,1,11,1,7,Zero
23037,4,2,3,8,2,4,1,3,1,2,One
23038,4,12,1,3,4,1,1,1,4,2,One
23039,2,11,4,5,3,5,3,11,2,2,Two
23040,3,10,4,5,3,1,2,12,3,2,Zero
23041,3,11,4,3,4,6,2,1,3,7,Zero
23042,4,13,2,4,2,13,1,1,3,4,Two
23043,2,2,2,6,4,1,3,9,4,8,Zero
23044,4,8,3,7,2,13,4,9,1,11,Zero
23045,4,7,2,10,3,10,4,4,4,5,One
23046,4,6,4,7,1,2,4,9,4,1,Zero
23047,2,3,3,12,2,1,2,5,4,13,Zero
23048,1,7,4,9,3,7,3,8,3,10,One
23049,2,9,4,2,3,3,2,6,3,9,One
23050,4,4,1,3,4,2,2,8,4,11,Zero
23051,3,7,4,6,4,1,3,6,1,12,One
23052,2,13,4,8,3,12,4,9,2,5,Zero
23053,4,12,2,10,3,9,3,1,2,7,Zero
23054,2,2,2,3,1,11,4,13,2,6,Zero
23055,1,4,4,5,4,13,2,12,3,4,One
23056,3,3,2,12,3,8,4,11,2,10,Zero
23057,3,13,1,3,4,12,3,3,4,2,One
23058,2,13,2,1,4,9,4,10,1,1,One
23059,1,7,3,11,3,3,2,8,1,4,Zero
